longueur_onde,flux
5850.2461,4366.9854
5850.2607,4309.5093
5850.2759,4309.5093
5850.2910,4310.8320
5850.3062,4311.1685
5850.3208,4329.7798
5850.3359,4369.0571
5850.3511,4369.0571
5850.3657,4305.1606
5850.3809,4293.5381
5850.3960,4294.7764
5850.4111,4296.8755
5850.4258,4296.8755
5850.4409,4500.5615
5850.4561,4524.1294
5850.4707,4451.5312
5850.4858,4352.0513
5850.5010,4352.0513
5850.5161,4246.4541
5850.5308,4240.6406
5850.5459,4324.7417
5850.5610,4418.0376
5850.5762,4418.0610
5850.5908,4451.7769
5850.6060,4451.7769
5850.6211,4347.7188
5850.6357,4254.5518
5850.6509,4265.1167
5850.6660,4447.0796
5850.6812,4447.0796
5850.6958,4452.7964
5850.7109,4456.8940
5850.7261,4453.1279
5850.7407,4422.7847
5850.7559,4422.7847
5850.7710,4370.8213
5850.7861,4341.4219
5850.8008,4304.9565
5850.8159,4123.4106
5850.8311,4123.4106
5850.8457,4239.3770
5850.8608,4289.9824
5850.8760,4299.6680
5850.8911,4332.9409
5850.9058,4332.9409
5850.9209,4222.3345
5850.9360,4186.4541
5850.9512,4235.1831
5850.9658,4357.4370
5850.9810,4357.4370
5850.9961,4339.5044
5851.0107,4335.4409
5851.0259,4373.8203
5851.0410,4446.4092
5851.0562,4446.4092
5851.0708,4481.0742
5851.0859,4485.9453
5851.1011,4468.9360
5851.1157,4444.2632
5851.1309,4444.2632
5851.1460,4356.4268
5851.1611,4350.7871
5851.1758,4401.3638
5851.1909,4458.0308
5851.2061,4457.4014
5851.2207,4295.5923
5851.2358,4295.5923
5851.2510,4358.0542
5851.2661,4412.0215
5851.2808,4413.5015
5851.2959,4433.3384
5851.3110,4433.3384
5851.3262,4376.7471
5851.3408,4339.4414
5851.3560,4336.4336
5851.3711,4317.3721
5851.3857,4317.3721
5851.4009,4386.1973
5851.4160,4420.0586
5851.4312,4433.7471
5851.4458,4486.9873
5851.4609,4486.9873
5851.4761,4415.0391
5851.4907,4389.6460
5851.5059,4411.2222
5851.5210,4468.3677
5851.5361,4468.3677
5851.5508,4455.4678
5851.5659,4452.4292
5851.5811,4426.7783
5851.5957,4378.0747
5851.6108,4378.0747
5851.6260,4432.5723
5851.6411,4439.9385
5851.6558,4345.0322
5851.6709,4212.4648
5851.6860,4212.4648
5851.7012,4320.4028
5851.7158,4325.6265
5851.7310,4275.0029
5851.7461,4222.4814
5851.7607,4213.9609
5851.7759,3919.1174
5851.7910,3919.1174
5851.8062,3829.5913
5851.8208,3760.8640
5851.8359,3752.8499
5851.8511,3683.5645
5851.8657,3683.5645
5851.8809,3567.8250
5851.8960,3503.2773
5851.9111,3534.7002
5851.9258,3677.2644
5851.9409,3677.2644
5851.9561,3811.4241
5851.9707,3863.7083
5851.9858,3925.3574
5852.0010,4101.8511
5852.0161,4101.8511
5852.0308,4303.7466
5852.0459,4354.6904
5852.0610,4394.9536
5852.0762,4473.6401
5852.0908,4473.6401
5852.1060,4361.1143
5852.1211,4345.5947
5852.1357,4358.9785
5852.1509,4377.5034
5852.1660,4377.5034
5852.1812,4464.5835
5852.1958,4468.1719
5852.2109,4396.8203
5852.2261,4325.9619
5852.2407,4331.4902
5852.2559,4453.3730
5852.2710,4453.3730
5852.2861,4396.6836
5852.3008,4356.5308
5852.3159,4357.8101
5852.3311,4366.5483
5852.3457,4366.5483
5852.3608,4370.4644
5852.3760,4372.3901
5852.3911,4363.6577
5852.4058,4331.4600
5852.4209,4331.4600
